Temperature,Humidity,Pressure,Wind Speed,Cloud Cover,Next Day Temp
22.49080237694725,68.52189876925726,1002.5780967208983,2.534025946082468,70.72386343133986,39.15
34.01428612819832,35.048397899702934,1022.5638226669892,4.17885508547938,15.253904291426135,44.26
29.6398788362281,39.69772284567682,1012.6313093111964,2.6551572641512022,57.62883601668132,43.1
26.973169683940732,83.91325131162475,1020.6614366526935,1.3305380063558343,60.67150463828559,43.97
18.12037280884873,66.3857435795754,1008.0012400257652,1.8095380665090122,42.4130671302386,36.54
18.119890406724053,30.55182309699778,1022.388080712405,6.911681520490887,73.64442356247228,35.05
16.161672243363988,36.08829257196193,1009.730041968354,3.0950057760868876,93.43670147690149,33.84
32.3235229154987,69.81010614648335,1000.2709412870074,5.464047915721132,92.55685129067763,46.04
27.022300234864176,30.30369503077312,1022.6345494104816,7.5512590628228535,45.08393714041321,40.06
29.16145155592091,39.64848308504992,1002.2821669196534,10.35592242944048,11.323804584075525,39.74
15.411689885916049,62.924027361995165,1007.9828409397604,0.589682097616484,98.48411989623345,34.46
34.39819704323989,71.5137118615616,1023.7515491762701,11.99115598363564,83.88980864459342,47.14
31.648852816008436,69.11767557015602,1023.7651786734389,9.418505842363617,12.466268120326685,45.42
19.246782213565524,43.45615856763359,1014.3359472030821,1.2263854792330786,92.08418826173724,34.53
18.636499344142013,72.73075328085216,1015.795930304245,13.103679361601658,86.98963620621282,34.61
18.668090197068675,44.23494524980801,1011.211138049458,13.813086007977198,51.88380571260721,35.18
21.084844859190753,49.52398188955606,1007.3302692924516,0.9161693978229563,59.127543574492925,37.25
25.495128632644757,74.78948430708145,1008.2166136342479,4.153164722208055,39.90027038701302,42.02
23.638900372842315,68.97797394283288,1016.8129614019259,12.09301919689592,5.476163882203133,39.15
20.824582803960837,80.95340462965068,1018.809363235942,11.223895355754875,33.519724164590095,37.91
27.237057894447588,69.4567735380206,1019.7894760931462,2.76781529034566,80.28534485980114,43.6
17.789877213040835,64.0985162001283,1019.7404535698638,3.1402398500506545,0.4632023004602859,35.22
